,Accession,Genotype,Segment,Length,Collection_Date,season,Latent
854,OQ763964,H1,1,2280,2022-12-26,2022/23,"[31.63330841064453, -12.761396408081055]"
855,OQ763962,H1,1,2280,2022-12-24,2022/23,"[31.227893829345703, -12.722090721130371]"
856,OQ763961,H3,6,1410,2023-01-01,2022/23,"[10.360294342041016, 9.10275650024414]"
857,OQ763960,H3,6,1410,2022-12-14,2022/23,"[10.421415328979492, 9.105703353881836]"
858,OQ763958,H3,6,1410,2022-12-13,2022/23,"[10.46342658996582, 9.143240928649902]"
859,OQ763957,H3,6,1410,2022-12-25,2022/23,"[10.39167308807373, 9.103477478027344]"
860,OQ763956,H3,6,1410,2022-12-26,2022/23,"[10.554585456848145, 9.180895805358887]"
861,OQ763955,H3,6,1410,2022-12-25,2022/23,"[10.421415328979492, 9.105703353881836]"
862,OQ763954,H3,8,838,2023-01-01,2022/23,"[6.508477210998535, 18.239795684814453]"
863,OQ763953,H3,8,838,2022-12-14,2022/23,"[6.496942043304443, 18.10384178161621]"
864,OQ763951,H3,8,838,2022-12-13,2022/23,"[6.480856418609619, 18.212425231933594]"
865,OQ763950,H3,8,838,2022-12-25,2022/23,"[6.6060872077941895, 18.159772872924805]"
866,OQ763949,H3,8,838,2022-12-26,2022/23,"[6.505451679229736, 18.172637939453125]"
867,OQ763948,H3,8,838,2022-12-25,2022/23,"[6.494449615478516, 18.102283477783203]"
868,OQ763947,H3,7,982,2023-01-01,2022/23,"[-5.2142791748046875, 19.30655288696289]"
869,OQ763946,H3,7,982,2022-12-14,2022/23,"[-5.217569351196289, 19.65919303894043]"
870,OQ763944,H3,7,982,2022-12-13,2022/23,"[-5.27654504776001, 19.57579803466797]"
871,OQ763943,H3,7,982,2022-12-25,2022/23,"[-5.224991798400879, 19.228172302246094]"
872,OQ763942,H3,7,982,2022-12-26,2022/23,"[-5.212738037109375, 19.368534088134766]"
873,OQ763940,H3,7,982,2022-12-25,2022/23,"[-5.231386184692383, 19.35828971862793]"
874,OQ763939,H3,5,1497,2023-01-01,2022/23,"[41.9738655090332, 37.09077453613281]"
875,OQ763938,H3,5,1497,2022-12-14,2022/23,"[41.968875885009766, 37.015052795410156]"
876,OQ763936,H3,5,1497,2022-12-13,2022/23,"[42.56806945800781, 37.28730010986328]"
877,OQ763935,H3,5,1497,2022-12-25,2022/23,"[41.968875885009766, 37.015052795410156]"
878,OQ763934,H3,5,1497,2022-12-26,2022/23,"[41.9914436340332, 37.030521392822266]"
879,OQ763933,H3,5,1497,2022-12-25,2022/23,"[41.96794509887695, 36.9945068359375]"
880,OQ763932,H3,4,1701,2023-01-01,2022/23,"[37.02622985839844, 16.9072265625]"
881,OQ763931,H3,4,1701,2022-12-14,2022/23,"[36.80354309082031, 16.63652992248535]"
882,OQ763929,H3,4,1701,2022-12-13,2022/23,"[36.86351013183594, 16.52326774597168]"
883,OQ763928,H3,4,1701,2022-12-25,2022/23,"[36.61134338378906, 16.60460662841797]"
884,OQ763927,H3,4,1701,2022-12-26,2022/23,"[36.69178771972656, 16.573448181152344]"
885,OQ763925,H3,4,1701,2022-12-25,2022/23,"[36.820560455322266, 16.77976417541504]"
886,OQ763924,H3,3,2151,2023-01-01,2022/23,"[88.01959991455078, 33.6002082824707]"
887,OQ763923,H3,3,2151,2022-12-14,2022/23,"[89.05055236816406, 33.93413162231445]"
888,OQ763922,H3,3,2151,2022-12-13,2022/23,"[89.7304916381836, 34.133182525634766]"
889,OQ763921,H3,3,2151,2022-12-25,2022/23,"[88.97948455810547, 33.919742584228516]"
890,OQ763920,H3,3,2151,2022-12-26,2022/23,"[89.20147705078125, 33.57131576538086]"
891,OQ763919,H3,3,2151,2022-12-25,2022/23,"[89.08949279785156, 33.71637725830078]"
892,OQ763918,H3,2,2274,2023-01-01,2022/23,"[62.51223373413086, 11.373006820678711]"
893,OQ763917,H3,2,2274,2022-12-14,2022/23,"[62.68772888183594, 11.34521484375]"
894,OQ763915,H3,2,2053,2022-12-13,2022/23,"[10.388354301452637, 0.5373917818069458]"
895,OQ763914,H3,2,2274,2022-12-25,2022/23,"[62.569862365722656, 11.362992286682129]"
896,OQ763913,H3,2,2274,2022-12-26,2022/23,"[62.86936569213867, 11.359060287475586]"
897,OQ763911,H3,2,2274,2022-12-25,2022/23,"[62.980224609375, 11.513352394104004]"
898,OQ763910,H3,1,2280,2023-01-01,2022/23,"[21.421743392944336, -12.180220603942871]"
899,OQ763909,H3,1,2280,2022-12-14,2022/23,"[21.38855743408203, -12.182891845703125]"
900,OQ763907,H3,1,2280,2022-12-13,2022/23,"[21.296875, -12.129518508911133]"
901,OQ763906,H3,1,2280,2022-12-25,2022/23,"[21.38855743408203, -12.182891845703125]"
902,OQ763905,H3,1,2280,2022-12-26,2022/23,"[21.36564064025879, -12.1791353225708]"
903,OQ763904,H3,1,2280,2022-12-25,2022/23,"[21.38855743408203, -12.182891845703125]"
904,OQ763903,H1,6,1410,2022-12-23,2022/23,"[16.751510620117188, 20.495189666748047]"
905,OQ763901,H1,8,838,2022-12-23,2022/23,"[4.018588066101074, 19.660755157470703]"
906,OQ763899,H1,7,982,2022-12-23,2022/23,"[-1.019309163093567, 26.484506607055664]"
907,OQ763897,H1,5,1497,2022-12-23,2022/23,"[32.98518371582031, 34.26395797729492]"
908,OQ763895,H1,4,1701,2022-12-23,2022/23,"[61.33624267578125, 38.572059631347656]"
909,OQ763893,H1,3,2125,2022-12-23,2022/23,"[11.15910816192627, 0.6638728380203247]"
910,OQ763891,H1,2,2274,2022-12-23,2022/23,"[83.27774810791016, 19.249956130981445]"
911,OQ763890,H1,1,2280,2022-12-23,2022/23,"[31.50172996520996, -12.782529830932617]"
912,OQ615575,H1N1,1,2280,2023-01-19,2022/23,"[31.41538429260254, -12.750035285949707]"
913,OQ615574,H1N1,2,2274,2023-01-19,2022/23,"[83.34733581542969, 19.32197380065918]"
914,OQ615573,H1N1,3,2151,2023-01-19,2022/23,"[91.50859069824219, 28.39093017578125]"
915,OQ615572,H1N1,8,838,2023-01-19,2022/23,"[4.002890110015869, 19.601886749267578]"
916,OQ615571,H1N1,5,1497,2023-01-19,2022/23,"[32.88349914550781, 34.152565002441406]"
917,OQ615570,H1N1,6,1410,2023-01-19,2022/23,"[16.663265228271484, 20.362987518310547]"
918,OQ615569,H1N1,7,982,2023-01-19,2022/23,"[-1.0601887702941895, 26.39918327331543]"
919,OQ615568,H1N1,4,1701,2023-01-19,2022/23,"[61.31365203857422, 38.55220413208008]"
920,OQ317750,H1N1,1,2280,2022-12-07,2022/23,"[31.51142120361328, -12.761513710021973]"
921,OQ317749,H1N1,2,2274,2022-12-07,2022/23,"[83.389404296875, 19.31572914123535]"
922,OQ317748,H1N1,3,2151,2022-12-07,2022/23,"[91.56172180175781, 28.398767471313477]"
923,OQ317747,H1N1,8,838,2022-12-07,2022/23,"[3.954554557800293, 19.504491806030273]"
924,OQ317746,H1N1,5,1497,2022-12-07,2022/23,"[32.94004440307617, 34.248924255371094]"
925,OQ317745,H1N1,6,1410,2022-12-07,2022/23,"[16.76478385925293, 20.4960994720459]"
926,OQ317744,H1N1,7,982,2022-12-07,2022/23,"[-1.014908790588379, 26.484174728393555]"
927,OQ317743,H1N1,4,1701,2022-12-07,2022/23,"[61.33393859863281, 38.67604446411133]"
928,OQ249481,H3N2,1,2280,2022-11-15,2022/23,"[21.3073787689209, -12.13829231262207]"
929,OQ249480,H3N2,2,2274,2022-11-15,2022/23,"[62.64430236816406, 11.379631042480469]"
930,OQ249479,H3N2,3,2151,2022-11-15,2022/23,"[89.76517486572266, 34.13557052612305]"
931,OQ249478,H3N2,8,838,2022-11-15,2022/23,"[6.543180465698242, 18.289501190185547]"
932,OQ249477,H3N2,5,1497,2022-11-15,2022/23,"[42.58368682861328, 37.30551528930664]"
933,OQ249476,H3N2,6,1410,2022-11-15,2022/23,"[10.363365173339844, 9.14285659790039]"
934,OQ249475,H3N2,7,982,2022-11-15,2022/23,"[-5.270183086395264, 19.544078826904297]"
935,OQ249474,H3N2,4,1701,2022-11-15,2022/23,"[36.82890701293945, 16.379323959350586]"
936,OQ240687,H3N2,1,2280,2022-10-05,2022/23,"[21.320356369018555, -12.148052215576172]"
937,OQ240686,H3N2,1,2280,2022-10-12,2022/23,"[21.430973052978516, -12.188965797424316]"
938,OQ240668,H3N2,2,2274,2022-10-05,2022/23,"[62.404361724853516, 11.326337814331055]"
939,OQ240667,H3N2,2,2274,2022-10-12,2022/23,"[62.719173431396484, 11.380330085754395]"
940,OQ240664,H3N2,3,2151,2022-10-05,2022/23,"[88.99440002441406, 33.759952545166016]"
941,OQ240663,H3N2,3,2151,2022-10-12,2022/23,"[89.11016082763672, 33.828330993652344]"
942,OQ240649,H3N2,8,838,2022-10-05,2022/23,"[6.40360689163208, 18.098838806152344]"
943,OQ240648,H3N2,8,838,2022-10-12,2022/23,"[6.571868896484375, 18.22602653503418]"
944,OQ240624,H3N2,5,1497,2022-10-05,2022/23,"[42.45024871826172, 37.23335647583008]"
945,OQ240623,H3N2,5,1497,2022-10-12,2022/23,"[42.080474853515625, 37.06034469604492]"
946,OQ240598,H3N2,6,1402,2022-10-05,2022/23,"[10.264626502990723, 9.013843536376953]"
947,OQ240597,H3N2,6,1402,2022-10-12,2022/23,"[10.276773452758789, 9.062122344970703]"
948,OQ240572,H3N2,7,982,2022-10-05,2022/23,"[-5.255764961242676, 19.478073120117188]"
949,OQ240571,H3N2,7,982,2022-10-12,2022/23,"[-5.2162675857543945, 19.686304092407227]"
950,OQ240545,H3N2,4,1701,2022-10-05,2022/23,"[37.116275787353516, 16.830364227294922]"
951,OQ240544,H3N2,4,1701,2022-10-12,2022/23,"[36.92405700683594, 16.86564826965332]"
952,OP912876,H3N2,1,2280,2022-09-07,2022/23,"[21.527414321899414, -12.194720268249512]"
953,OP912875,H3N2,2,2274,2022-09-07,2022/23,"[63.761287689208984, 11.77868366241455]"
954,OP912874,H3N2,3,2151,2022-09-07,2022/23,"[89.2215805053711, 33.83292770385742]"
955,OP912873,H3N2,8,838,2022-09-07,2022/23,"[6.5411481857299805, 18.347248077392578]"
956,OP912872,H3N2,5,1497,2022-09-07,2022/23,"[42.725467681884766, 37.42523193359375]"
957,OP912871,H3N2,6,1410,2022-09-07,2022/23,"[10.564982414245605, 9.314091682434082]"
958,OP912870,H3N2,7,982,2022-09-07,2022/23,"[-5.217569351196289, 19.65919303894043]"
959,OP912869,H3N2,4,1701,2022-09-07,2022/23,"[37.215206146240234, 16.871248245239258]"
960,OP912868,H3N2,1,2280,2022-08-24,2021/22,"[21.318805694580078, -12.141938209533691]"
961,OP912867,H3N2,2,2274,2022-08-24,2021/22,"[62.83168411254883, 11.480542182922363]"
962,OP912866,H3N2,3,2151,2022-08-24,2021/22,"[89.04035949707031, 33.94181442260742]"
963,OP912865,H3N2,8,838,2022-08-24,2021/22,"[6.453923225402832, 18.312023162841797]"
964,OP912864,H3N2,5,1497,2022-08-24,2021/22,"[42.63596725463867, 37.47993469238281]"
965,OP912863,H3N2,6,1410,2022-08-24,2021/22,"[10.344060897827148, 9.102651596069336]"
966,OP912862,H3N2,7,982,2022-08-24,2021/22,"[-5.266754150390625, 19.17635726928711]"
967,OP912861,H3N2,4,1701,2022-08-24,2021/22,"[36.92840576171875, 16.656129837036133]"
968,OP912860,H3N2,1,2280,2022-08-03,2021/22,"[21.41844940185547, -12.169435501098633]"
969,OP912859,H3N2,2,2274,2022-08-03,2021/22,"[63.35995101928711, 11.595792770385742]"
970,OP912858,H3N2,3,2151,2022-08-03,2021/22,"[89.04010772705078, 33.95405578613281]"
971,OP912857,H3N2,8,838,2022-08-03,2021/22,"[6.469006061553955, 18.077329635620117]"
972,OP912856,H3N2,5,1497,2022-08-03,2021/22,"[42.599586486816406, 37.45182800292969]"
973,OP912855,H3N2,6,1410,2022-08-03,2021/22,"[10.387980461120605, 9.181548118591309]"
974,OP912854,H3N2,7,982,2022-08-03,2021/22,"[-5.219050884246826, 19.369083404541016]"
975,OP912853,H3N2,4,1701,2022-08-03,2021/22,"[36.51222229003906, 16.369443893432617]"
976,OP912708,H3N2,1,2280,2022-08-26,2021/22,"[21.552339553833008, -12.210708618164062]"
977,OP912704,H3N2,2,2274,2022-08-26,2021/22,"[62.63508224487305, 11.393919944763184]"
978,OP912702,H3N2,3,2151,2022-08-26,2021/22,"[88.40265655517578, 33.709083557128906]"
979,OP912699,H3N2,8,838,2022-08-26,2021/22,"[6.551621913909912, 18.352249145507812]"
980,OP912694,H3N2,5,1497,2022-08-26,2021/22,"[42.14480972290039, 37.22492980957031]"
981,OP912689,H3N2,6,1410,2022-08-26,2021/22,"[10.289379119873047, 9.07951831817627]"
982,OP912684,H3N2,7,982,2022-08-26,2021/22,"[-5.166777610778809, 19.377050399780273]"
983,OP912679,H3N2,4,1701,2022-08-26,2021/22,"[37.39373016357422, 16.723979949951172]"
984,OP106348,H3N2,1,2280,2022-03-09,2021/22,"[21.37912368774414, -12.168288230895996]"
985,OP106347,H3N2,2,2274,2022-03-09,2021/22,"[62.4561767578125, 11.347077369689941]"
986,OP106346,H3N2,3,2151,2022-03-09,2021/22,"[88.82032012939453, 33.87019348144531]"
987,OP106345,H3N2,8,838,2022-03-09,2021/22,"[6.425869464874268, 18.238222122192383]"
988,OP106344,H3N2,5,1497,2022-03-09,2021/22,"[42.323062896728516, 37.276798248291016]"
989,OP106343,H3N2,6,1410,2022-03-09,2021/22,"[10.387980461120605, 9.181548118591309]"
990,OP106342,H3N2,7,982,2022-03-09,2021/22,"[-5.23715353012085, 19.279626846313477]"
991,OP106341,H3N2,4,1701,2022-03-09,2021/22,"[37.14130401611328, 16.8792781829834]"
992,OP106340,H3N2,1,2280,2022-03-07,2021/22,"[21.52777099609375, -12.19676399230957]"
993,OP106339,H3N2,2,2274,2022-03-07,2021/22,"[62.625999450683594, 11.405105590820312]"
994,OP106338,H3N2,3,2151,2022-03-07,2021/22,"[88.54792022705078, 33.803306579589844]"
995,OP106337,H3N2,8,838,2022-03-07,2021/22,"[6.473971366882324, 18.2868595123291]"
996,OP106336,H3N2,5,1497,2022-03-07,2021/22,"[42.40163040161133, 37.28171157836914]"
997,OP106335,H3N2,6,1410,2022-03-07,2021/22,"[10.390725135803223, 9.138768196105957]"
998,OP106334,H3N2,7,982,2022-03-07,2021/22,"[-5.224113464355469, 19.322298049926758]"
999,OP106333,H3N2,4,1701,2022-03-07,2021/22,"[36.90341567993164, 16.60380744934082]"
1000,OP106332,H3N2,1,2280,2022-02-10,2021/22,"[21.547731399536133, -12.213846206665039]"
1001,OP106331,H3N2,2,2274,2022-02-10,2021/22,"[62.9192008972168, 11.506646156311035]"
1002,OP106330,H3N2,3,2151,2022-02-10,2021/22,"[88.3947525024414, 33.80272674560547]"
1003,OP106329,H3N2,8,838,2022-02-10,2021/22,"[6.589196681976318, 18.39261817932129]"
1004,OP106328,H3N2,5,1497,2022-02-10,2021/22,"[42.565101623535156, 37.412899017333984]"
1005,OP106327,H3N2,6,1410,2022-02-10,2021/22,"[10.450718879699707, 9.233817100524902]"
1006,OP106326,H3N2,7,982,2022-02-10,2021/22,"[-5.228012561798096, 19.350854873657227]"
1007,OP106325,H3N2,4,1701,2022-02-10,2021/22,"[37.693458557128906, 16.989055633544922]"
1008,OP106324,H3N2,1,2280,2022-02-15,2021/22,"[21.426515579223633, -12.17297077178955]"
1009,OP106323,H3N2,2,2274,2022-02-15,2021/22,"[62.79063415527344, 11.440766334533691]"
1010,OP106322,H3N2,3,2151,2022-02-15,2021/22,"[88.8030776977539, 33.92850875854492]"
1011,OP106321,H3N2,8,838,2022-02-15,2021/22,"[6.473971366882324, 18.2868595123291]"
1012,OP106320,H3N2,5,1497,2022-02-15,2021/22,"[42.6946907043457, 37.48109436035156]"
1013,OP106319,H3N2,6,1410,2022-02-15,2021/22,"[10.390725135803223, 9.138768196105957]"
1014,OP106318,H3N2,7,982,2022-02-15,2021/22,"[-5.240529537200928, 19.319257736206055]"
1015,OP106317,H3N2,4,1701,2022-02-15,2021/22,"[36.8250846862793, 16.554874420166016]"
1016,OP106316,H3N2,1,2280,2022-02-10,2021/22,"[21.426515579223633, -12.17297077178955]"
1017,OP106315,H3N2,2,2274,2022-02-10,2021/22,"[62.79063415527344, 11.440766334533691]"
1018,OP106314,H3N2,3,2151,2022-02-10,2021/22,"[88.8030776977539, 33.92850875854492]"
1019,OP106313,H3N2,8,838,2022-02-10,2021/22,"[6.473971366882324, 18.2868595123291]"
1020,OP106312,H3N2,5,1497,2022-02-10,2021/22,"[42.6946907043457, 37.48109436035156]"
1021,OP106311,H3N2,6,1410,2022-02-10,2021/22,"[10.390725135803223, 9.138768196105957]"
1022,OP106310,H3N2,7,982,2022-02-10,2021/22,"[-5.240529537200928, 19.319257736206055]"
1023,OP106309,H3N2,4,1701,2022-02-10,2021/22,"[36.8250846862793, 16.554874420166016]"
1024,OP106163,H3N2,1,2280,2022-03-03,2021/22,"[21.42469024658203, -12.189111709594727]"
1025,OP106162,H3N2,1,2280,2022-03-02,2021/22,"[21.42469024658203, -12.189111709594727]"
1026,OP106161,H3N2,1,2280,2022-03-01,2021/22,"[21.42469024658203, -12.189111709594727]"
1027,OP106160,H3N2,1,2280,2022-03-01,2021/22,"[21.42469024658203, -12.189111709594727]"
1028,OP106151,H3N2,2,2274,2022-03-03,2021/22,"[62.58329772949219, 11.428497314453125]"
1029,OP106150,H3N2,2,2274,2022-03-02,2021/22,"[62.556175231933594, 11.446380615234375]"
1030,OP106148,H3N2,2,2274,2022-03-01,2021/22,"[62.58329772949219, 11.428497314453125]"
1031,OP106146,H3N2,2,2274,2022-03-01,2021/22,"[62.58329772949219, 11.428497314453125]"
1032,OP106139,H3N2,3,2151,2022-03-03,2021/22,"[88.46524810791016, 33.66929626464844]"
1033,OP106138,H3N2,3,2151,2022-03-02,2021/22,"[88.46524810791016, 33.66929626464844]"
1034,OP106136,H3N2,3,2151,2022-03-01,2021/22,"[88.46524810791016, 33.66929626464844]"
1035,OP106134,H3N2,3,2151,2022-03-01,2021/22,"[88.46524810791016, 33.66929626464844]"
1036,OP106129,H3N2,8,838,2022-03-03,2021/22,"[6.468164920806885, 18.248876571655273]"
1037,OP106128,H3N2,8,838,2022-03-02,2021/22,"[6.468164920806885, 18.248876571655273]"
1038,OP106126,H3N2,8,838,2022-03-01,2021/22,"[6.468164920806885, 18.248876571655273]"
1039,OP106124,H3N2,8,838,2022-03-01,2021/22,"[6.468164920806885, 18.248876571655273]"
1040,OP106112,H3N2,5,1497,2022-03-03,2021/22,"[42.39720153808594, 37.34610366821289]"
1041,OP106111,H3N2,5,1497,2022-03-02,2021/22,"[42.39720153808594, 37.34610366821289]"
1042,OP106109,H3N2,5,1497,2022-03-01,2021/22,"[42.39720153808594, 37.34610366821289]"
1043,OP106107,H3N2,5,1497,2022-03-01,2021/22,"[42.410667419433594, 37.36549758911133]"
1044,OP106097,H3N2,6,1410,2022-03-03,2021/22,"[10.322895050048828, 9.120306968688965]"
1045,OP106096,H3N2,6,1410,2022-03-02,2021/22,"[10.322895050048828, 9.120306968688965]"
1046,OP106094,H3N2,6,1410,2022-03-01,2021/22,"[10.322895050048828, 9.120306968688965]"
1047,OP106092,H3N2,6,1410,2022-03-01,2021/22,"[10.322895050048828, 9.120306968688965]"
1048,OP106083,H3N2,7,982,2022-03-03,2021/22,"[-5.202609062194824, 19.444303512573242]"
1049,OP106082,H3N2,7,982,2022-03-02,2021/22,"[-5.202609062194824, 19.444303512573242]"
1050,OP106080,H3N2,7,982,2022-03-01,2021/22,"[-5.202609062194824, 19.444303512573242]"
1051,OP106078,H3N2,7,982,2022-03-01,2021/22,"[-5.202609062194824, 19.444303512573242]"
1052,OP106066,H3N2,4,1701,2022-03-03,2021/22,"[36.826072692871094, 16.80767250061035]"
1053,OP106065,H3N2,4,1701,2022-03-02,2021/22,"[36.826072692871094, 16.80767250061035]"
1054,OP106063,H3N2,4,1701,2022-03-01,2021/22,"[36.826072692871094, 16.80767250061035]"
1055,OP106061,H3N2,4,1701,2022-03-01,2021/22,"[36.826072692871094, 16.80767250061035]"
1056,OP101037,H3N2,1,2280,2022-05-18,2021/22,"[21.39673614501953, -12.157347679138184]"
1057,OP101036,H3N2,2,2274,2022-05-18,2021/22,"[62.766822814941406, 11.492581367492676]"
1058,OP101035,H3N2,3,2151,2022-05-18,2021/22,"[88.77330780029297, 33.878841400146484]"
1059,OP101034,H3N2,8,838,2022-05-18,2021/22,"[6.473971366882324, 18.2868595123291]"
1060,OP101033,H3N2,5,1497,2022-05-18,2021/22,"[42.470829010009766, 37.32550811767578]"
1061,OP101032,H3N2,6,1410,2022-05-18,2021/22,"[10.389633178710938, 9.142385482788086]"
1062,OP101031,H3N2,7,982,2022-05-18,2021/22,"[-5.224113464355469, 19.322298049926758]"
1063,OP101030,H3N2,4,1701,2022-05-18,2021/22,"[36.9944953918457, 16.69649314880371]"
1064,OP101029,H3N2,1,2280,2022-05-18,2021/22,"[21.351274490356445, -12.14693546295166]"
1065,OP101028,H3N2,2,2274,2022-05-18,2021/22,"[62.79595947265625, 11.485625267028809]"
1066,OP101027,H3N2,3,2151,2022-05-18,2021/22,"[88.77330780029297, 33.878841400146484]"
1067,OP101026,H3N2,8,838,2022-05-18,2021/22,"[6.473971366882324, 18.2868595123291]"
1068,OP101025,H3N2,5,1497,2022-05-18,2021/22,"[42.470829010009766, 37.32550811767578]"
1069,OP101024,H3N2,6,1410,2022-05-18,2021/22,"[10.390725135803223, 9.138768196105957]"
1070,OP101023,H3N2,7,982,2022-05-18,2021/22,"[-5.224113464355469, 19.322298049926758]"
1071,OP101022,H3N2,4,1701,2022-05-18,2021/22,"[36.86283493041992, 16.6340389251709]"
1072,OP101021,H3N2,1,2280,2022-05-17,2021/22,"[21.58180046081543, -12.18964958190918]"
1073,OP101020,H3N2,2,2274,2022-05-17,2021/22,"[62.9202995300293, 11.4523286819458]"
1074,OP101019,H3N2,3,2151,2022-05-17,2021/22,"[89.00848388671875, 33.966209411621094]"
1075,OP101018,H3N2,8,838,2022-05-17,2021/22,"[6.4613728523254395, 18.190021514892578]"
1076,OP101017,H3N2,5,1497,2022-05-17,2021/22,"[42.489707946777344, 37.457462310791016]"
1077,OP101016,H3N2,6,1410,2022-05-17,2021/22,"[10.387519836425781, 9.132535934448242]"
1078,OP101015,H3N2,7,982,2022-05-17,2021/22,"[-5.2537522315979, 19.301292419433594]"
1079,OP101014,H3N2,4,1701,2022-05-17,2021/22,"[37.41429138183594, 16.825382232666016]"
1080,OP101013,H3N2,1,2280,2022-05-13,2021/22,"[21.39673614501953, -12.157347679138184]"
1081,OP101012,H3N2,2,2274,2022-05-13,2021/22,"[62.884708404541016, 11.497078895568848]"
1082,OP101011,H3N2,3,2151,2022-05-13,2021/22,"[88.77519226074219, 33.895957946777344]"
1083,OP101010,H3N2,8,838,2022-05-13,2021/22,"[6.473971366882324, 18.2868595123291]"
1084,OP101009,H3N2,5,1497,2022-05-13,2021/22,"[42.470829010009766, 37.32550811767578]"
1085,OP101008,H3N2,6,1410,2022-05-13,2021/22,"[10.389633178710938, 9.142385482788086]"
1086,OP101007,H3N2,7,982,2022-05-13,2021/22,"[-5.224113464355469, 19.322298049926758]"
1087,OP101006,H3N2,4,1701,2022-05-13,2021/22,"[36.95795440673828, 16.655723571777344]"
1088,OP101005,H3N2,1,2280,2022-05-13,2021/22,"[21.3454532623291, -12.140887260437012]"
1089,OP101004,H3N2,2,2274,2022-05-13,2021/22,"[62.771854400634766, 11.462624549865723]"
1090,OP101003,H3N2,3,2151,2022-05-13,2021/22,"[88.67823028564453, 33.871517181396484]"
1091,OP101002,H3N2,8,838,2022-05-13,2021/22,"[6.473971366882324, 18.2868595123291]"
1092,OP101001,H3N2,5,1497,2022-05-13,2021/22,"[42.4725456237793, 37.29429626464844]"
1093,OP101000,H3N2,6,1410,2022-05-13,2021/22,"[10.432073593139648, 9.194253921508789]"
1094,OP100999,H3N2,7,982,2022-05-13,2021/22,"[-5.224113464355469, 19.322298049926758]"
1095,OP100998,H3N2,4,1701,2022-05-13,2021/22,"[36.713260650634766, 16.574987411499023]"
1096,OP100997,H3N2,1,2280,2022-05-13,2021/22,"[21.418563842773438, -12.167348861694336]"
1097,OP100996,H3N2,2,2274,2022-05-13,2021/22,"[62.79595947265625, 11.485625267028809]"
1098,OP100995,H3N2,3,2151,2022-05-13,2021/22,"[88.77330780029297, 33.878841400146484]"
1099,OP100994,H3N2,8,838,2022-05-13,2021/22,"[6.473971366882324, 18.2868595123291]"
1100,OP100993,H3N2,5,1497,2022-05-13,2021/22,"[42.470829010009766, 37.32550811767578]"
1101,OP100992,H3N2,6,1410,2022-05-13,2021/22,"[10.390725135803223, 9.138768196105957]"
1102,OP100991,H3N2,7,982,2022-05-13,2021/22,"[-5.224113464355469, 19.322298049926758]"
1103,OP100990,H3N2,4,1701,2022-05-13,2021/22,"[36.95795440673828, 16.655723571777344]"
1104,OP100989,H3N2,1,2280,2022-05-11,2021/22,"[21.384904861450195, -12.155081748962402]"
1105,OP100988,H3N2,2,2274,2022-05-11,2021/22,"[62.81132125854492, 11.462898254394531]"
1106,OP100987,H3N2,3,2151,2022-05-11,2021/22,"[88.77330780029297, 33.878841400146484]"
1107,OP100986,H3N2,8,838,2022-05-11,2021/22,"[6.473971366882324, 18.2868595123291]"
1108,OP100985,H3N2,5,1497,2022-05-11,2021/22,"[42.470829010009766, 37.32550811767578]"
1109,OP100984,H3N2,6,1410,2022-05-11,2021/22,"[10.390725135803223, 9.138768196105957]"
1110,OP100983,H3N2,7,982,2022-05-11,2021/22,"[-5.224113464355469, 19.322298049926758]"
1111,OP100982,H3N2,4,1701,2022-05-11,2021/22,"[36.95795440673828, 16.655723571777344]"
1112,OP100538,H3N2,1,2280,2022-05-12,2021/22,"[21.54754066467285, -12.192787170410156]"
1113,OP100520,H3N2,2,2274,2022-05-12,2021/22,"[62.61088180541992, 11.384008407592773]"
1114,OP100504,H3N2,3,2151,2022-05-12,2021/22,"[88.26968383789062, 33.63569641113281]"
1115,OP100486,H3N2,8,838,2022-05-12,2021/22,"[6.560267448425293, 18.3018741607666]"
1116,OP100454,H3N2,5,1497,2022-05-12,2021/22,"[42.25926208496094, 37.23195266723633]"
1117,OP100424,H3N2,6,1410,2022-05-12,2021/22,"[10.260140419006348, 9.049327850341797]"
1118,OP100395,H3N2,7,982,2022-05-12,2021/22,"[-5.202609062194824, 19.444303512573242]"
1119,OP100363,H3N2,4,1701,2022-05-12,2021/22,"[37.12986373901367, 16.950511932373047]"
1120,MT638531,H3N2,1,2280,2019-03-21,2018/19,"[21.051427841186523, -12.072477340698242]"
1121,MT638530,H3N2,2,2274,2019-03-21,2018/19,"[63.097442626953125, 11.633319854736328]"
1122,MT638529,H3N2,3,2151,2019-03-21,2018/19,"[88.8098373413086, 33.96059036254883]"
1123,MT638528,H3N2,8,838,2019-03-21,2018/19,"[6.439278602600098, 18.222850799560547]"
1124,MT638527,H3N2,5,1497,2019-03-21,2018/19,"[42.25290298461914, 37.313018798828125]"
1125,MT638526,H3N2,6,1410,2019-03-21,2018/19,"[10.361794471740723, 9.265262603759766]"
1126,MT638525,H3N2,7,982,2019-03-21,2018/19,"[-5.137346267700195, 19.584917068481445]"
1127,MT638524,H3N2,4,1701,2019-03-21,2018/19,"[37.88348388671875, 17.238027572631836]"
1128,MN245934,H1N1,1,2280,2019-05-31,2018/19,"[31.416027069091797, -12.728713035583496]"
1129,MN245933,H1N1,2,2274,2019-05-31,2018/19,"[83.03478240966797, 19.133930206298828]"
1130,MN245932,H1N1,3,2151,2019-05-31,2018/19,"[90.8897705078125, 27.870925903320312]"
